[07/07 18:38:43.989] | CRITICAL | watchdog   | main_reactor | 
top - 18:38:43 up  3:03,  1 user,  load average: 6.29, 5.34, 4.90
[07/07 18:45:45.568] | INFO     | parking.controller | main_reactor | calculate_hours_offset(): hour = 5
[07/07 18:45:45.568] | INFO     | parking.spot | main_reactor | _record_park(): hours 5 original_park_timestamp 2026-07-07 13:45:44-05:00 UTC park_timestamp 2026-07-07 18:45:44-05:00
[07/07 18:45:45.569] | INFO     | parking.controller | main_reactor | Puck first movement 1783449944 for SPOT_1 puck_id 1
[07/07 18:45:45.594] | INFO     | camera     | main_reactor | _send(): -> name: sock_1_2 message_len: 409 total_sent: 409
[07/07 18:45:46.526] | INFO     | micro.vio_leds | microcomm_reactor | MPS_CMD_SET_VIOLATION_LEDS result: MPS_REPLY_SET_VIOLATION_LEDS (0xFF20), ''
[07/07 18:45:48.244] | INFO     | camera     | main_reactor | _recv(): <- request_len: 61 header_len: 8
[07/07 18:45:48.266] | INFO     | camera     | main_reactor | _send(): -> name: sock_1_2 message_len: 164 total_sent: 164
[07/07 18:45:48.266] | INFO     | parking.spot.SPOT_1 | main_reactor | PARKING_STATE_FREE_EMPTY -> PARKING_STATE_FREE_OCCUPIED (PSFE - Vehicle parked)
[07/07 18:45:48.267] | INFO     | mps.ui     | main_reactor | suspend_background_tasks(): change to True
[07/07 18:45:48.267] | INFO     | parking_serv | main_reactor | suspend_transfers(): True
[07/07 18:45:48.268] | INFO     | ui.multi   | main_reactor | UISI: Vehicle parked in spot SPOT_1
[07/07 18:45:48.353] | INFO     | parking.controller | main_reactor | calculate_hours_offset(): hour = 5
[07/07 18:45:48.526] | INFO     | rabbitmq   | rabbitmq_reactor | _do_rabbitmq_send_event: /event/parking_session_park-1211b4187a3411f1be5400c008947d30.json
[07/07 18:45:48.573] | INFO     | camera     | time_checker | _send(): -> name: sock_1_2 message_len: 97 total_sent: 97
[07/07 18:45:49.124] | INFO     | camera     | time_checker | _recv(): <- request_len: 69 header_len: 8
[07/07 18:45:49.312] | INFO     | rabbitmq   | rabbitmq_reactor | _do_rabbitmq_send_event(): success():  RMQ TX success {"value": {"void_timestamp": null, "is_free_parking_now": true, "violation_plate_info": null, "additional_violations": [], "violation": null, "session_error_status": "0x0", "violation_pictures": null, "coin_error_status": [], "maintenance_unenforced": false, "merchant_validated": false, "max_time_allowed": 268, "spot_identifier": "SPOT_1", "merchant_id": 0, "handicap_pin": null, "lpr_plate": null, "close_timestamp": null, "exit_plate_info": null, "no_fine_fee": 0, "payment_history": [], "maintenance_no": false, "maintenance_free": false, "parker_type": "normal", "total_time_purchased": 0, "true_up": 0, "violation_reason": null, "con_id": 6881, "sms": null, "coin_error_details": [], "session_id": "5d4d170d7a3311f1be5400c008947d30", "exit_pictures": null, "handicap": false, "free_to_reservation": false, "card_error_status": [], "is_no_parking_now": false, "payments": [], "maintenance": false, "exit_timestamp": null, "merchant_offer_name": "", "handicap_spot": false, "card_error_details": [], "email": null, "park_timestamp": "2026-07-07T18:45:44Z"}, "class": "event", "queued_dt": "2026-07-07T18:45:48Z", "type": "parking_session_park", "id": "f15d816a-6292-4085-8a0d-62da7adacdd9", "device_id": "m:00C008947D30"}
[07/07 18:45:49.408] | WARNING  | pika.connection | rabbitmq_reactor | Disconnected from RabbitMQ at rabbitmq.staging.sentry-link.com:5671 (200): Normal shutdown
[07/07 18:45:49.411] | INFO     | sys_serv   | time_checker | _log_ntp_peer_info(): 1/4/14 (primary/good+primary/total) - primary:*97.107.136.23   168.239.11.197   2 u  996 1024  377   41.945    3.108   2.512 good:+207.58.172.126  136.182.11.81    3 u  963 1024  377   41.079    2.931   2.138, +40.160.28.79    192.155.88.241   3 u   24 1024  377   39.509    2.741   1.343, +24.249.17.253   96.147.147.69    2 u  921 1024  377   52.696    3.878   1.318 bad:-144.86.176.12   152.2.253.126    2 u  989 1024  377   41.854   -0.027   2.991, -23.168.24.210   243.50.127.182   2 u 1000 1024  377   31.410    0.564   3.830, -96.126.122.39   33.219.230.8     2 u 1001 1024  377   46.073    1.309   1.421, -163.123.152.14  162.159.200.123  4 u    2 1024  377   36.684    3.751   2.748, -91.189.91.157   132.163.96.1     2 u 1018 1024  377   43.933    1.106   0.857 other: 0.ubuntu.pool.n .POOL.          16 p    -   64    0    0.000    0.000   0.000, 1.ubuntu.pool.n .POOL.          16 p    -   64    0    0.000    0.000   0.000, 2.ubuntu.pool.n .POOL.          16 p    -   64    0    0.000    0.000   0.000, 3.ubuntu.pool.n .POOL.          16 p    -   64    0    0.000    0.000   0.000, ntp.ubuntu.com  .POOL.          16 p    -   64    0    0.000    0.000   0.000
[07/07 18:45:49.602] | INFO     | sys_serv   | time_checker | get_primary_reference(): Found primary_ref: *97.107.136.23   168.239.11.197   2 u  996 1024  377   41.945    3.108   2.512
[07/07 18:45:49.603] | INFO     | idigi      | time_checker | clear_ntp_reloaded(): clearing ntp_reloaded controlling watchdog checks
[07/07 18:45:53.392] | INFO     | rabbitmq   | RabbitMQ RPC | _handle_device_request(): Rcv req: u'rpc_parking' Payload: '{"method":"get_sessions_extended_data","params":["SPOT_1"],"jsonrpc":"2.0","id":77870067}'
[07/07 18:45:53.398] | INFO     | parking.controller | SentryJSONRPCServer | calculate_hours_offset(): hour = 5
[07/07 18:45:53.399] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | get_initial_violation_timestamp: None
[07/07 18:45:53.404] | ERROR    | parking_serv | SentryJSONRPCServer | _generate_parking_session_extended_json(): Payments 0
[07/07 18:45:53.420] | WARNING  | parking.controller | SentryJSONRPCServer | get_vio_grace_time_remaining(): spot_id SPOT_1 session_vio_grace_timestamp None
[07/07 18:45:53.442] | INFO     | rabbitmq   | RabbitMQ RPC | _handle_device_request(): Endpoint parking response {"jsonrpc": "2.0", "id": 77870067, "result": {"retry": false, "rpc_id": 0, "success": true, "error_message": null, "payload_type": "<type 'list'>", "error_code": null, "payload": [{"violation_info": {"violation": null, "violation_reason": null, "additional_violations": []}, "settings": {"SYS_OUT_OF_SERVICE": false, "PARKING_VIOLATION_GRACE_PERIOD": 300, "SYS_PERMIT_ENABLE": false, "SYS_SOFT_VIOLATION": false, "PARKING_UNLOCK_TIME": 5, "PARKING_UNLOCK_ENABLED": true, "PARKING_UNLOCK_MAX": 1, "PARKING_TRUEUP_ENABLED": false, "PARKING_HANDICAP_VIOLATION_GRACE_PERIOD": 86400, "PARKING_PERMIT_TEXT": true}, "rate_info": {"free_time_remaining": 1628, "pay_rateblock_start_time": "14:13", "rate_state": "FREE", "pay_rateblock_end_time": "23:59", "minutes_increment_factor": 15, "card_increment_time": 15, "payment_allowed_now": true, "next_rateblock_type": "fixed", "free_time_first_purchase": 10, "pay_rate_blk_id": 638723, "congestion_percent_full": 0}, "session_info": {"void_timestamp": null, "vio_mins": 0, "is_no_parking_now": false, "reserved": null, "soft_violation": false, "sms": null, "adjusted_payment_dts": [], "merchant_validated": false, "in_maintenance": false, "concierge": false, "last_grace_time": null, "max_time_allowed": 268, "spot_identifier": "SPOT_1", "pre_vio_payment_count": 0, "maintenance_no": false, "close_timestamp": null, "lpr_plate": null, "parker_type": "normal", "total_time_purchased": 0, "init_grace_time_remaining": 0, "time_in_vio": 0, "unlocked": true, "handicap_pin": null, "reserved_pin": null, "pre_vio_total_valid_time": 0, "free_to_reservation": false, "merchant_offer_name": "", "expired_time": 0, "maintenance": false, "exit_timestamp": null, "lock_end_dt": null, "session_base_valid_end_timestamp": null, "email": null, "is_free_parking_now": true, "pre_vio_valid_time": 0, "handicap": false, "parking_spot_state": "PARKING_STATE_FREE_OCCUPIED", "reservation_payment_time": null, "ticket_issued": null, "ticket_issued_dt": null, "has_paid_for_max_time": false, "out_of_service": false, "maxtime_minutes_remaining": 268, "maintenance_unenforced": false, "is_reserved": false, "no_fine_fee": 0, "merchant_id": 0, "vio_grace_time_remaining": 0, "pin_code": null, "payment_history": [], "psv_state": "PSV_STATE_PARKED_FREE", "vio_payment_amount": 0, "locked": false, "session_valid_timestamp": null, "initial_violation_timestamp": null, "true_up": 0, "mobile": false, "true_up_cost": 0, "free_time_purchased": 0, "unlock_count": 0, "lpr_detected": false, "session_id": "5d4d170d7a3311f1be5400c008947d30", "vio_grace_mins": 0, "maintenance_free": false, "expired_time_dt": null, "plate_reservations": [], "payments": [], "handicap_spot": false, "session_valid_end_timestamp": null, "park_timestamp": "2026-07-07T18:45:44Z"}, "error_status": {"coin_error_status": [], "card_error_details": [], "card_error_status": [], "session_error_status": "0x0", "coin_error_details": []}, "time_stamp": "2026-07-07T18:45:53Z"}]}}
[07/07 18:45:53.504] | INFO     | rabbitmq   | RabbitMQ RPC | send_response: TX success {"jsonrpc": "2.0", "id": 77870067, "result": {"retry": false, "rpc_id": 0, "success": true, "error_message": null, "payload_type": "<type 'list'>", "error_code": null, "payload": [{"violation_info": {"violation": null, "violation_reason": null, "additional_violations": []}, "settings": {"SYS_OUT_OF_SERVICE": false, "PARKING_VIOLATION_GRACE_PERIOD": 300, "SYS_PERMIT_ENABLE": false, "SYS_SOFT_VIOLATION": false, "PARKING_UNLOCK_TIME": 5, "PARKING_UNLOCK_ENABLED": true, "PARKING_UNLOCK_MAX": 1, "PARKING_TRUEUP_ENABLED": false, "PARKING_HANDICAP_VIOLATION_GRACE_PERIOD": 86400, "PARKING_PERMIT_TEXT": true}, "rate_info": {"free_time_remaining": 1628, "pay_rateblock_start_time": "14:13", "rate_state": "FREE", "pay_rateblock_end_time": "23:59", "minutes_increment_factor": 15, "card_increment_time": 15, "payment_allowed_now": true, "next_rateblock_type": "fixed", "free_time_first_purchase": 10, "pay_rate_blk_id": 638723, "congestion_percent_full": 0}, "session_info": {"void_timestamp": null, "vio_mins": 0, "is_no_parking_now": false, "reserved": null, "soft_violation": false, "sms": null, "adjusted_payment_dts": [], "merchant_validated": false, "in_maintenance": false, "concierge": false, "last_grace_time": null, "max_time_allowed": 268, "spot_identifier": "SPOT_1", "pre_vio_payment_count": 0, "maintenance_no": false, "close_timestamp": null, "lpr_plate": null, "parker_type": "normal", "total_time_purchased": 0, "init_grace_time_remaining": 0, "time_in_vio": 0, "unlocked": true, "handicap_pin": null, "reserved_pin": null, "pre_vio_total_valid_time": 0, "free_to_reservation": false, "merchant_offer_name": "", "expired_time": 0, "maintenance": false, "exit_timestamp": null, "lock_end_dt": null, "session_base_valid_end_timestamp": null, "email": null, "is_free_parking_now": true, "pre_vio_valid_time": 0, "handicap": false, "parking_spot_state": "PARKING_STATE_FREE_OCCUPIED", "reservation_payment_time": null, "ticket_issued": null, "ticket_issued_dt": null, "has_paid_for_max_time": false, "out_of_service": false, "maxtime_minutes_remaining": 268, "maintenance_unenforced": false, "is_reserved": false, "no_fine_fee": 0, "merchant_id": 0, "vio_grace_time_remaining": 0, "pin_code": null, "payment_history": [], "psv_state": "PSV_STATE_PARKED_FREE", "vio_payment_amount": 0, "locked": false, "session_valid_timestamp": null, "initial_violation_timestamp": null, "true_up": 0, "mobile": false, "true_up_cost": 0, "free_time_purchased": 0, "unlock_count": 0, "lpr_detected": false, "session_id": "5d4d170d7a3311f1be5400c008947d30", "vio_grace_mins": 0, "maintenance_free": false, "expired_time_dt": null, "plate_reservations": [], "payments": [], "handicap_spot": false, "session_valid_end_timestamp": null, "park_timestamp": "2026-07-07T18:45:44Z"}, "error_status": {"coin_error_status": [], "card_error_details": [], "card_error_status": [], "session_error_status": "0x0", "coin_error_details": []}, "time_stamp": "2026-07-07T18:45:53Z"}]}} Queue amq.gen-1b_H3qrFUS7gZRAX7Qcrqw #236
[07/07 18:46:06.973] | INFO     | detection  | main_reactor | Watchdog puck: 1 SUM energy: 0 Z energy: 0 light 1000 photocell state 0
[07/07 18:46:06.974] | INFO     | detection  | main_reactor | Watchdog puck: 2 SUM energy: 0 Z energy: 0 light 1000 photocell state 0
[07/07 18:46:23.405] | INFO     | rabbitmq   | RabbitMQ RPC | _handle_device_request(): Rcv req Disabled gatelot blob logs Target: u'rpc_epay'
[07/07 18:46:23.406] | INFO     | service.epay | SentryJSONRPCServer | add_mobile_payment(): SPOT_1 normal 25 no_fine 0 handicap 0 fine 0 mobile True parker_type normal concierge False reserve False merchant_validated False merchant_id 0 plate_number 09010AA sl_payment_dt 2026-07-07T13:46:23-05:00
[07/07 18:46:23.407] | INFO     | service.epay | SentryJSONRPCServer | add_mobile_payment(): Call add_virtual_payment mobile True concierge False reserve False merchant_validated False merchant_id 0
[07/07 18:46:23.407] | INFO     | mps.ui     | SentryJSONRPCServer | add_virtual_payment: spot SPOT_1 mobile_payment_rcv True amount 25 parker_type normal plate_number 09010AA concierge False merchant_validated False merchant_id 0 queueing False sl_payment_dt 2026-07-07T13:46:23-05:00
[07/07 18:46:23.410] | INFO     | mps.ui     | SentryJSONRPCServer | add_virtual_payment: setting plate 09010AA
[07/07 18:46:23.411] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | set_lpr_detected(): plate 09010AA
[07/07 18:46:23.413] | INFO     | permits    | SentryJSONRPCServer | find_permitted_parker(): Returning spots_available 2 payment_status NOT_PERMITTED entered_time 0
[07/07 18:46:23.413] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | set_lpr_detected(): permit status is: NOT_PERMITTED
[07/07 18:46:23.417] | INFO     | concierge  | SentryJSONRPCServer | find_member(): plate 09010AA state None
[07/07 18:46:23.417] | INFO     | concierge  | SentryJSONRPCServer | find_member(): not found plate 09010AA state None
[07/07 18:46:23.427] | WARNING  | parking.session.SPOT_1 | SentryJSONRPCServer | set_max_time(): increasing req max time (too small) 240 to effective 267
[07/07 18:46:23.448] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | set_max_time(): ELSE ignore _maxtime_minutes_possible update 267 >= 267
[07/07 18:46:23.454] | WARNING  | parking.session.SPOT_1 | SentryJSONRPCServer | set_max_time(): ignoring setting max to 267 is already 267 max_time_changed False
[07/07 18:46:23.463] | INFO     | mps.ui     | SentryJSONRPCServer | add_virtual_payment: cur_end_dt 2026-07-07 13:46:00
[07/07 18:46:23.465] | INFO     | rates      | SentryJSONRPCServer | mfm(): srb=free min 267 p_type normal cur_min_pur 0 rate_minutes 230 origin_dt 2026-07-07 13:46:00
[07/07 18:46:23.474] | WARNING  | parking.session.SPOT_1 | SentryJSONRPCServer | set_max_time(): increasing req max time (too small) 240 to effective 267
[07/07 18:46:23.492] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | set_max_time(): ELSE ignore _maxtime_minutes_possible update 267 >= 267
[07/07 18:46:23.498] | WARNING  | parking.session.SPOT_1 | SentryJSONRPCServer | set_max_time(): ignoring setting max to 267 is already 267 max_time_changed False
[07/07 18:46:23.498] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | set_mobile_payment_status(): concierge False veteran False merchant_validated False merchant_id 0
[07/07 18:46:23.527] | INFO     | interaction | main_reactor | create_and_add_virt_payment(): SPOT_1 amount 25 mobile True concierge False merchant False merchant_id 0 gp_or_csr False free_on_first False preset_fixed_time 0 sl_payment_dt 2026-07-07T13:46:23-05:00 start_dt None
[07/07 18:46:23.533] | INFO     | interaction | main_reactor | create_and_add_virt_payment(): cur_min_purchased 0 payment_dt 2026-07-07 18:46:23.527634+00:00 start_dt 2026-07-07 13:46:00
[07/07 18:46:23.534] | INFO     | interaction | main_reactor | create_and_add_virt_payment(): valid_min_purchased 0
[07/07 18:46:23.536] | INFO     | interaction | main_reactor | UI_STATE_IDLE::ro_start_dt: RETURN #3 2026-07-07 13:46:00
[07/07 18:46:23.537] | INFO     | interaction | main_reactor | create_and_add_virt_payment(): ZZ payment_start_time 2026-07-07 13:46:00 mobile True concierge False merchant_validation False
[07/07 18:46:23.538] | INFO     | interaction | main_reactor | create_and_add_virt_payment(): BEFORE add_money 1
[07/07 18:46:23.544] | INFO     | mps.ui     | main_reactor | Set the maxtime remaining cache for SPOT_1 to 267
[07/07 18:46:23.545] | WARNING  | payment    | main_reactor | get_tot_time_granted(): using origin_dt 2026-07-07 13:46:00 => payment_start_dt 2026-07-07 13:46:00
[07/07 18:46:23.547] | INFO     | rates      | main_reactor | pmfm(): money 25 origin_dt 2026-07-07 13:46:00 start_dt 2026-07-07 13:46:00 curdt 2026-07-07 13:46:23.546910
[07/07 18:46:23.547] | INFO     | rates      | main_reactor | pmfm(): money=25 p_type normal cur_min_purchased 0 start_dt 2026-07-07 13:46:00
[07/07 18:46:23.588] | INFO     | rates      | main_reactor | pmfm(): exit returning 42.0 42.000000 money 1.66666666667 origin_dt 2026-07-07 13:46:00 curdt 2026-07-07 14:27:23.546910 start_dt 2026-07-07 13:46:00 srbs_used [638722, 638723]
[07/07 18:46:23.588] | INFO     | interaction | main_reactor | create_and_add_virt_payment(): add_money() complete
[07/07 18:46:23.593] | INFO     | mps.ui     | main_reactor | Set the maxtime remaining cache for SPOT_1 to 267
[07/07 18:46:23.593] | INFO     | interaction | main_reactor | create_and_add_virt_payment(): granted 42 remaining 267
[07/07 18:46:23.594] | INFO     | parking.session.SPOT_1 | main_reactor | set_update_payment_time_required
[07/07 18:46:23.620] | INFO     | parking.session.SPOT_1 | main_reactor | set_max_time(): ELSE ignore _maxtime_minutes_possible update 267 >= 267
[07/07 18:46:23.626] | WARNING  | parking.session.SPOT_1 | main_reactor | set_max_time(): ignoring setting max to 267 is already 267 max_time_changed False
[07/07 18:46:23.626] | INFO     | parking.session.SPOT_1 | main_reactor | add_payment(): payment #0 set max_time to 267
[07/07 18:46:23.627] | INFO     | parking.session.SPOT_1 | main_reactor | add_payment(): 1 <mps.parking.payment.VirtPayment object at 0x9215c68c> time 42.0 method virt GP False
[07/07 18:46:23.627] | INFO     | parking.controller | main_reactor | get_valid_local_spots: Return ['SPOT_1', 'SPOT_2']
[07/07 18:46:23.627] | INFO     | parking.session.SPOT_1 | main_reactor | add_payment(): AFTER Session has 1 payments
[07/07 18:46:23.628] | INFO     | parking.session.SPOT_1 | main_reactor | add_payment(): AFTER purchased time 42.0
[07/07 18:46:23.628] | INFO     | parking.session.SPOT_1 | main_reactor | add_payment(): CALL CALC VALID
[07/07 18:46:23.629] | INFO     | parking.session.SPOT_1 | main_reactor | set_update_payment_time_required
[07/07 18:46:23.635] | INFO     | parking.session.SPOT_1 | main_reactor | set_session_valid_end_timestamp: 2026-07-07 19:28:23.533097+00:00
[07/07 18:46:23.760] | INFO     | parking.session.SPOT_1 | main_reactor | add_payment(): VALID TIME REMAINING 41.9961892833 minutes
[07/07 18:46:24.030] | INFO     | parking.session.SPOT_1 | main_reactor | set_time_purchased: Caller /home/mpsadmin/projects/Sentry_test/src/mps/parking/parking_spot.py:4644
[07/07 18:46:24.030] | INFO     | parking.session.SPOT_1 | main_reactor | set_time_purchased(): added 42.0 total 42.0
[07/07 18:46:24.145] | WARNING  | parking.spot.SPOT_1 | main_reactor | PSFO::on_add_payment(): FreeOccupied - Received payment for spot SPOT_1
[07/07 18:46:24.146] | WARNING  | parking.spot.SPOT_1 | main_reactor | PSFO::on_add_payment(): FreeOccupied - time purchased 42.0 
[07/07 18:46:24.157] | INFO     | detection  | main_reactor | COS cos_puck_ids = {}
[07/07 18:46:24.158] | INFO     | detection  | main_reactor | comment: comment,1,10.10.101.168 VALID,
[07/07 18:46:24.162] | INFO     | parking.spot.SPOT_1 | main_reactor | PSV::_reset_timer(): RESET VALID TIMER TO 2519.368656 (seconds) 41.9894776 (minutes)
[07/07 18:46:24.211] | INFO     | psv_fsm    | main_reactor | PSV_STATE_PARKED_FREE -> PSV_STATE_VALID (SPOT_1 set_valid: parking valid)
[07/07 18:46:24.265] | INFO     | mps.ui     | main_reactor | _on_valid(): SPOT_1
[07/07 18:46:24.273] | INFO     | ui.multi   | main_reactor | on_parking_valid[SPOT_1]
[07/07 18:46:24.274] | INFO     | micro.vio_leds | main_reactor | steady_green()
[07/07 18:46:24.274] | INFO     | microcomm  | main_reactor | send_command(): MPS_CMD_SET_VIOLATION_LEDS (0x0020), '\x00\x00\x01' (1 q_len tx_seqno #189 tx_failed 4) STATE_IDLE
[07/07 18:46:24.306] | INFO     | microcomm  | microcomm_reactor | MicrocommStateWaitReply::event_reply_cmd(): Reply rcvd seqno 189 (tx_seqno 189 tx_failed 4) MPS_REPLY_SET_VIOLATION_LEDS (0xFF20), ''
[07/07 18:46:24.307] | INFO     | micro.vio_leds | main_reactor | Turning on green LED for spot SPOT_1 args 1 1
[07/07 18:46:24.344] | INFO     | parking.spot.SPOT_1 | main_reactor | PARKING_STATE_FREE_OCCUPIED -> PARKING_STATE_VALID (PSFO - Payment added in free parking)
[07/07 18:46:24.353] | WARNING  | parking.controller | main_reactor | add_payment: NOT running - RUN PAYMENT CALLBACK SPOT_1 mp=True gp_or_csr=False gp=False free_on_first=False
[07/07 18:46:24.355] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | set_mobile_payment_status(): concierge False veteran False merchant_validated False merchant_id 0
[07/07 18:46:24.470] | INFO     | interaction | SentryJSONRPCServer | calc_and_add_paid_free_time: ADD PAID FREE spot:SPOT_1 mobile_payment:True parker_type:normal free_mins_on_first_payment:None
[07/07 18:46:24.474] | INFO     | interaction | SentryJSONRPCServer | calc_and_add_paid_free_time(): purchasable_time 225.0 to purchasable_time 225.0
[07/07 18:46:24.475] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | set_update_payment_time_required
[07/07 18:46:24.475] | INFO     | interaction | SentryJSONRPCServer | calc_and_add_paid_free_time(): mobile payment parker_type normal
[07/07 18:46:24.482] | INFO     | interaction | SentryJSONRPCServer | calc_and_add_paid_free_time(): amount 17 amount 17 free_mins_on_first_payment 10
[07/07 18:46:24.483] | INFO     | interaction | SentryJSONRPCServer | create_and_add_virt_payment(): SPOT_1 amount 17 mobile True concierge False merchant False merchant_id 0 gp_or_csr False free_on_first True preset_fixed_time 10 sl_payment_dt None start_dt None
[07/07 18:46:24.483] | INFO     | interaction | SentryJSONRPCServer | create_and_add_virt_payment(): cur_min_purchased 42 payment_dt 2026-07-07 18:46:24.483468+00:00 start_dt 2026-07-07 18:46:23.527634+00:00
[07/07 18:46:24.488] | INFO     | interaction | SentryJSONRPCServer | create_and_add_virt_payment(): valid_min_purchased 42
[07/07 18:46:24.492] | INFO     | interaction | SentryJSONRPCServer | UI_STATE_IDLE::ro_start_dt: RETURN #1 2026-07-07 14:14:00
[07/07 18:46:24.492] | INFO     | interaction | SentryJSONRPCServer | create_and_add_virt_payment(): ZZ payment_start_time 2026-07-07 14:14:00 mobile True concierge False merchant_validation False
[07/07 18:46:24.493] | INFO     | interaction | SentryJSONRPCServer | create_and_add_virt_payment(): BEFORE add_money 1
[07/07 18:46:24.493] | INFO     | mps.ui     | SentryJSONRPCServer | Set the maxtime remaining cache for SPOT_1 to 225.0
[07/07 18:46:24.493] | WARNING  | payment    | SentryJSONRPCServer | get_tot_time_granted(): using origin_dt 2026-07-07 14:14:00 => payment_start_dt 2026-07-07 14:14:00
[07/07 18:46:24.499] | INFO     | rates      | SentryJSONRPCServer | pmfm(): money 17 origin_dt 2026-07-07 14:14:00 start_dt 2026-07-07 13:46:00 curdt 2026-07-07 14:14:00
[07/07 18:46:24.499] | INFO     | rates      | SentryJSONRPCServer | pmfm(): money=17 p_type normal cur_min_purchased 42 start_dt 2026-07-07 13:46:00
[07/07 18:46:24.524] | INFO     | rates      | SentryJSONRPCServer | pmfm(): exit returning 10.2 10.200000 money 0.333333333333 origin_dt 2026-07-07 14:14:00 curdt 2026-07-07 14:24:00 start_dt 2026-07-07 13:46:00 srbs_used [638723]
[07/07 18:46:24.525] | INFO     | interaction | SentryJSONRPCServer | create_and_add_virt_payment(): add_money() complete
[07/07 18:46:24.525] | INFO     | interaction | SentryJSONRPCServer | create_and_add_virt_payment(): set_purchased_time 10
[07/07 18:46:24.526] | INFO     | mps.ui     | SentryJSONRPCServer | Set the maxtime remaining cache for SPOT_1 to 225.0
[07/07 18:46:24.526] | INFO     | interaction | SentryJSONRPCServer | create_and_add_virt_payment(): granted 10 remaining 225
[07/07 18:46:24.527] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | set_update_payment_time_required
[07/07 18:46:24.527] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | add_payment(): 2 <mps.parking.payment.VirtPayment object at 0x96c016cc> time 10 method virt GP False
[07/07 18:46:24.527] | INFO     | parking.controller | SentryJSONRPCServer | get_valid_local_spots: Return ['SPOT_1', 'SPOT_2']
[07/07 18:46:24.528] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | add_payment(): AFTER Session has 2 payments
[07/07 18:46:24.528] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | add_payment(): AFTER purchased time 42.0
[07/07 18:46:24.529] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | add_payment(): AFTER purchased time 10
[07/07 18:46:24.529] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | add_payment(): CALL CALC VALID
[07/07 18:46:24.529] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | set_update_payment_time_required
[07/07 18:46:24.537] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | set_session_valid_end_timestamp: 2026-07-07 19:38:23.534207+00:00
[07/07 18:46:24.666] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | add_payment(): VALID TIME REMAINING 51.9811275 minutes
[07/07 18:46:24.788] | INFO     | parking.spot.SPOT_1 | SentryJSONRPCServer | PSV::_reset_timer(): RESET VALID TIMER TO 3118.74371 (seconds) 51.9790618333 (minutes)
[07/07 18:46:24.886] | INFO     | parking.controller | SentryJSONRPCServer | add_payment: RUN PAYMENT CALLBACK SPOT_1
[07/07 18:46:24.894] | INFO     | parking.session.SPOT_1 | SentryJSONRPCServer | set_mobile_payment_status(): concierge False veteran False merchant_validated False merchant_id 0
[07/07 18:46:25.077] | INFO     | ui.multi   | SentryJSONRPCServer | UISI: on_mobile_payment(): spot SPOT_1 payment received
[07/07 18:46:25.087] | INFO     | parking.controller | main_reactor | calculate_hours_offset(): hour = 5
[07/07 18:46:25.124] | INFO     | gui        | MainThread | QT: DualParkingSpotView: SPOT_1  transition to PSV_STATE_VALID (file:///tmp/tmp8znWsC/sentry.egg-tmp/mps/resources/qml/components/DualParkingSpotView.qml:4843)
[07/07 18:46:25.150] | INFO     | camera     | main_reactor | _send(): -> name: sock_1_2 message_len: 178 total_sent: 178
[07/07 18:46:25.171] | INFO     | gui        | MainThread | QT: Home: transition to PSV_STATE_VALID (file:///tmp/tmp8znWsC/sentry.egg-tmp/mps/resources/qml/screens/single/Home.qml:588)
[07/07 18:46:25.194] | INFO     | rabbitmq   | RabbitMQ RPC | _handle_device_request(): Endpoint epay response {"jsonrpc": "2.0", "id": 77870068, "result": {"retry": false, "rpc_id": 0, "success": true, "q_len": 0, "error_message": "", "error_code": "", "payload": [{"session_id": "5d4d170d7a3311f1be5400c008947d30", "free_time_purchased": 26}], "pending": false, "payload_type": "<type 'dict'>"}}
[07/07 18:46:25.231] | INFO     | gui        | MainThread | QT: ParkingSpotView: transition to PSV_STATE_VALID (file:///tmp/tmp8znWsC/sentry.egg-tmp/mps/resources/qml/components/ParkingSpotView.qml:4247)
[07/07 18:46:25.246] | INFO     | rabbitmq   | RabbitMQ RPC | send_response: TX success {"jsonrpc": "2.0", "id": 77870068, "result": {"retry": false, "rpc_id": 0, "success": true, "q_len": 0, "error_message": "", "error_code": "", "payload": [{"session_id": "5d4d170d7a3311f1be5400c008947d30", "free_time_purchased": 26}], "pending": false, "payload_type": "<type 'dict'>"}} Queue amq.gen-JyqVVAXJSfRTGDUtvizZAA #237
[07/07 18:46:25.281] | INFO     | camera     | main_reactor | _recv(): <- request_len: 183 header_len: 8
